"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","20880","searchPanelCanBeClosedAfterSearchTest()","","2026-06-08","passed","2026-06-08","","ui.SearchPatientTest","ui.SearchPatientTest","searchPanelCanBeClosedAfterSearchTest"
"","6961","adminCanLoginTest(AdminLogin)","","2026-06-08","passed","2026-06-08","","ui.LoginTest","ui.LoginTest","adminCanLoginTest"
"","0","searchPatient_withoutMatchingTest(String)","","2026-06-08","skipped","2026-06-08","","api.SearchPatientTest","api.SearchPatientTest","searchPatient_withoutMatchingTest"
"","221","searchPatient_withoutMatching_WhenDB_isEmptyTest(String) [1] m","","2026-06-08","passed","2026-06-08","","api.SearchPatientTest","api.SearchPatientTest","searchPatient_withoutMatching_WhenDB_isEmptyTest"
"","294","adminCanBeAuthenticatedTest()","","2026-06-08","passed","2026-06-08","","api.AuthenticationTest","api.AuthenticationTest","adminCanBeAuthenticatedTest"
"","7321","cannotLoginWithWrongAdminPasswordTest(AdminLogin)","","2026-06-08","passed","2026-06-08","","ui.LoginTest","ui.LoginTest","cannotLoginWithWrongAdminPasswordTest"
"","20190","knownPatientCanBeRegisteredWithMandatoryValidDataTest()","","2026-06-08","passed","2026-06-08","","ui.RegisterPatientTest","ui.RegisterPatientTest","knownPatientCanBeRegisteredWithMandatoryValidDataTest"
"","1335","deletePersonPurgeTest()","","2026-06-08","passed","2026-06-08","","api.PersonTest","api.PersonTest","deletePersonPurgeTest"
"","28777","knownPatientCanBeRegisteredWithAllValidDataTest()","","2026-06-08","passed","2026-06-08","","ui.RegisterPatientTest","ui.RegisterPatientTest","knownPatientCanBeRegisteredWithAllValidDataTest"
"","3613","updateVisitStartDatetimeTest()","","2026-06-08","passed","2026-06-08","","api.VisitTest","api.VisitTest","updateVisitStartDatetimeTest"
"","273","negativeCreatePersonTest(String, String, String, int, String, String) [3] first, middle, LastName, 210, U, birthdate","","2026-06-08","passed","2026-06-08","","api.PersonTest","api.PersonTest","negativeCreatePersonTest"
"","3050","deleteVisitTest()","","2026-06-08","passed","2026-06-08","","api.VisitTest","api.VisitTest","deleteVisitTest"
"","6052","adminCanLoginWithClinicMemorisedTest(AdminLogin)","","2026-06-08","passed","2026-06-08","","ui.IsolatedUiTest","ui.IsolatedUiTest","adminCanLoginWithClinicMemorisedTest"
"","3091","patientCanBeCreatedWithEmptyMiddleOrGivenName(PersonName) [2] PersonName(givenName=65db1f4c, middleName=4ae2ae32, familyName=, familyName2=null, preferred=null, prefix=null, familyNamePrefix=null, familyNameSuffix=null, degree=null)","","2026-06-08","passed","2026-06-08","","api.CreatePatientTest","api.CreatePatientTest","patientCanBeCreatedWithEmptyMiddleOrGivenName"
"","13386","patientCanBeSoftDeletedTest()","","2026-06-08","passed","2026-06-08","","api.DeletePatientTest","api.DeletePatientTest","patientCanBeSoftDeletedTest"
"","3405","knownPatientCanBeCreatedWithOnlyMandatoryDataTest()","","2026-06-08","passed","2026-06-08","","api.CreatePatientTest","api.CreatePatientTest","knownPatientCanBeCreatedWithOnlyMandatoryDataTest"
"","17084","startVisitWithoutVisitTypeShouldShowError()","","2026-06-08","passed","2026-06-08","","ui.VisitTest","ui.VisitTest","startVisitWithoutVisitTypeShouldShowError"
"","0","endVisit()","","2026-06-08","skipped","2026-06-08","","ui.VisitTest","ui.VisitTest","endVisit"
"","3804","positiveUpdatePersonMandatoryFieldsTest()","","2026-06-08","passed","2026-06-08","","api.PersonTest","api.PersonTest","positiveUpdatePersonMandatoryFieldsTest"
"","3750","knownPatientCanBeCreatedWithValidDataTest()","","2026-06-08","passed","2026-06-08","","api.CreatePatientTest","api.CreatePatientTest","knownPatientCanBeCreatedWithValidDataTest"
"","96","negativeCreatePersonTest(String, String, String, int, String, String) [1] , middle, LastName, 21, M, names[0].givenName","","2026-06-08","passed","2026-06-08","","api.PersonTest","api.PersonTest","negativeCreatePersonTest"
"","19084","startVisit()","","2026-06-08","passed","2026-06-08","","ui.VisitTest","ui.VisitTest","startVisit"
"","5480","createVisitTest()","","2026-06-08","passed","2026-06-08","","api.VisitTest","api.VisitTest","createVisitTest"
"","0","searchInputCanBeClearedTest()","","2026-06-08","skipped","2026-06-08","","ui.SearchPatientTest","ui.SearchPatientTest","searchInputCanBeClearedTest"
"","85767","shouldDisplayNoUpcomingAppointmentsMessage()","","2026-06-08","broken","2026-06-08","","ui.VisitTest","ui.VisitTest","shouldDisplayNoUpcomingAppointmentsMessage"
"","24194","userCanNavigateToSearchResultsPageByClickingSearchButtonTest()","","2026-06-08","passed","2026-06-08","","ui.SearchPatientTest","ui.SearchPatientTest","userCanNavigateToSearchResultsPageByClickingSearchButtonTest"
"","0","unknownPatientCanBeRegisteredWithValidDataTest()","","2026-06-08","skipped","2026-06-08","","ui.RegisterPatientTest","ui.RegisterPatientTest","unknownPatientCanBeRegisteredWithValidDataTest"
"","221","newIdentifierCanBeGeneratedTest()","","2026-06-08","passed","2026-06-08","","api.GenerateIdentifierTest","api.GenerateIdentifierTest","newIdentifierCanBeGeneratedTest"
"","0","searchUnknownPatientTest(String, int)","","2026-06-08","skipped","2026-06-08","","api.SearchPatientTest","api.SearchPatientTest","searchUnknownPatientTest"
"","5997","userCannotLoginWithoutNameTest()","","2026-06-08","passed","2026-06-08","","ui.LoginTest","ui.LoginTest","userCannotLoginWithoutNameTest"
"","3708","searchRecentVisitsTest()","","2026-06-08","passed","2026-06-08","","api.VisitTest","api.VisitTest","searchRecentVisitsTest"
"","25455","deleteActiveVisitShouldRemoveItSuccessfully()","","2026-06-08","passed","2026-06-08","","ui.VisitTest","ui.VisitTest","deleteActiveVisitShouldRemoveItSuccessfully"
"","15895","startVisitAndDiscardShouldNotCreateActiveVisit()","","2026-06-08","passed","2026-06-08","","ui.VisitTest","ui.VisitTest","startVisitAndDiscardShouldNotCreateActiveVisit"
"","4847","patientCanBeHardDeletedTest()","","2026-06-08","passed","2026-06-08","","api.DeletePatientTest","api.DeletePatientTest","patientCanBeHardDeletedTest"
"","996","deletePersonVoidedTest()","","2026-06-08","passed","2026-06-08","","api.PersonTest","api.PersonTest","deletePersonVoidedTest"
"","491","searchPatient_withoutMatching_WhenDB_isEmptyTest(String) [2] abrakadabra","","2026-06-08","passed","2026-06-08","","api.SearchPatientTest","api.SearchPatientTest","searchPatient_withoutMatching_WhenDB_isEmptyTest"
"","811","positiveCreatePersonWithMandatoryFieldsTest()","","2026-06-08","passed","2026-06-08","","api.PersonTest","api.PersonTest","positiveCreatePersonWithMandatoryFieldsTest"
"","0","patientCanBeUpdatedSuccessfully()","","2026-06-08","skipped","2026-06-08","","api.UpdatePatientTest","api.UpdatePatientTest","patientCanBeUpdatedSuccessfully"
"","762","negativeCreatePersonTest(String, String, String, int, String, String) [2] First, middle, LastName, -2, F, birthdate","","2026-06-08","passed","2026-06-08","","api.PersonTest","api.PersonTest","negativeCreatePersonTest"
"","32168","userCanNavigateToSearchResultsPageByPressingEnterTest()","","2026-06-08","passed","2026-06-08","","ui.SearchPatientTest","ui.SearchPatientTest","userCanNavigateToSearchResultsPageByPressingEnterTest"
"","0","searchDropDownShowsDefaultMessagesTest()","","2026-06-08","skipped","2026-06-08","","ui.SearchPatientTest","ui.SearchPatientTest","searchDropDownShowsDefaultMessagesTest"
"","10566","searchPanelCanBeClosedTest()","","2026-06-08","passed","2026-06-08","","ui.SearchPatientTest","ui.SearchPatientTest","searchPanelCanBeClosedTest"
"","0","searchPatient_withMatchingTest(String, int)","","2026-06-08","skipped","2026-06-08","","api.SearchPatientTest","api.SearchPatientTest","searchPatient_withMatchingTest"
"","22875","searchDropdownShowsCorrectResultsTest()","","2026-06-08","passed","2026-06-08","","ui.SearchPatientTest","ui.SearchPatientTest","searchDropdownShowsCorrectResultsTest"
"","17695","startVisitAndClickCancelShouldKeepModalOpen()","","2026-06-08","passed","2026-06-08","","ui.VisitTest","ui.VisitTest","startVisitAndClickCancelShouldKeepModalOpen"
